time,left_contact,right_contact,swing_leg,stance_leg,swing_foot_rel_com_x,swing_foot_rel_com_y,swing_foot_rel_com_z,stance_foot_rel_com_x,stance_foot_rel_com_y,stance_foot_rel_com_z,lower_body_inertia_about_robot_com_x,lower_body_inertia_about_robot_com_y,lower_body_inertia_about_robot_com_z
2.362,1,1,-1,1,nan,nan,nan,-0.0209139263792,-0.118617919512,-0.68327104101,2.07876665941,1.92728040254,0.249799562772
2.3625,1,1,-1,1,nan,nan,nan,-0.0209207349015,-0.118617923397,-0.683263895604,2.07873427066,1.92725467605,0.249806235016
2.363,1,1,-1,1,nan,nan,nan,-0.0209275491706,-0.118617927282,-0.683256748873,2.07870187985,1.92722894489,0.249812904654
2.3635,1,1,-1,1,nan,nan,nan,-0.0209343691806,-0.118617931166,-0.683249600818,2.07866948698,1.92720320908,0.249819571685
2.364,1,1,-1,1,nan,nan,nan,-0.0209411949257,-0.11861793505,-0.68324245144,2.07863709207,1.92717746862,0.249826236113
2.3645,1,1,-1,1,nan,nan,nan,-0.0209480264004,-0.118617938934,-0.68323530074,2.0786046951,1.9271517235,0.249832897937
2.365,1,1,-1,1,nan,nan,nan,-0.0209548635991,-0.118617942818,-0.683228148719,2.07857229608,1.92712597373,0.24983955716
2.3655,1,1,-1,1,nan,nan,nan,-0.0209617065163,-0.118617946702,-0.683220995377,2.07853989502,1.92710021932,0.249846213782
2.366,1,1,-1,1,nan,nan,nan,-0.020968555139,-0.118617950582,-0.683213840721,2.07850749191,1.92707446026,0.249852867805
2.3665,1,1,-1,1,nan,nan,nan,-0.0209754094637,-0.118617954462,-0.683206684749,2.07847508676,1.92704869657,0.24985951923
2.367,1,1,-1,1,nan,nan,nan,-0.020982269485,-0.118617958343,-0.683199527459,2.07844267957,1.92702292823,0.249866168059
2.3675,1,1,-1,1,nan,nan,nan,-0.0209891351971,-0.118617962224,-0.683192368853,2.07841027034,1.92699715527,0.249872814294
2.368,1,1,-1,1,nan,nan,nan,-0.0209960065939,-0.118617966105,-0.683185208932,2.07837785908,1.92697137767,0.249879457935
2.3685,1,1,-1,1,nan,nan,nan,-0.021002883669,-0.118617969987,-0.683178047696,2.07834544578,1.92694559544,0.249886098984
2.369,1,1,-1,1,nan,nan,nan,-0.0210097664159,-0.11861797387,-0.683170885146,2.07831303044,1.92691980859,0.249892737441
2.3695,1,1,-1,1,nan,nan,nan,-0.0210166548281,-0.118617977752,-0.683163721285,2.07828061308,1.92689401712,0.249899373308
2.37,1,1,-1,1,nan,nan,nan,-0.021023548899,-0.118617981635,-0.683156556112,2.07824819368,1.92686822103,0.249906006585
2.3705,1,1,-1,1,nan,nan,nan,-0.021030448622,-0.118617985518,-0.68314938963,2.07821577227,1.92684242032,0.249912637274
2.371,1,1,-1,1,nan,nan,nan,-0.0210373539904,-0.118617989401,-0.683142221838,2.07818334882,1.926816615,0.249919265375
2.3715,1,1,-1,1,nan,nan,nan,-0.0210442649916,-0.118617993281,-0.683135052746,2.07815092336,1.92679080507,0.24992589089
2.372,1,1,-1,1,nan,nan,nan,-0.0210511816207,-0.11861799716,-0.683127882349,2.07811849588,1.92676499054,0.24993251382
2.3725,1,1,-1,1,nan,nan,nan,-0.0210581038719,-0.118618001041,-0.683120710648,2.07808606639,1.92673917141,0.249939134165
2.373,1,1,-1,1,nan,nan,nan,-0.0210650317386,-0.118618004922,-0.683113537644,2.07805363488,1.92671334768,0.249945751927
2.3735,1,1,-1,1,nan,nan,nan,-0.0210719652145,-0.118618008803,-0.683106363338,2.07802120136,1.92668751935,0.249952367106
2.374,1,1,-1,1,nan,nan,nan,-0.0210789042928,-0.118618012684,-0.683099187732,2.07798876584,1.92666168643,0.249958979702
2.3745,1,1,-1,1,nan,nan,nan,-0.0210858489668,-0.118618016566,-0.683092010828,2.07795632832,1.92663584892,0.249965589716
2.375,1,1,-1,1,nan,nan,nan,-0.0210927992361,-0.11861802045,-0.68308483262,2.07792388879,1.92661000683,0.249972197147
2.3755,1,1,-1,1,nan,nan,nan,-0.0210997550922,-0.118618024335,-0.683077653113,2.07789144727,1.92658416015,0.249978801996
2.376,1,1,-1,1,nan,nan,nan,-0.021106716528,-0.118618028219,-0.683070472311,2.07785900375,1.9265583089,0.249985404263
2.3765,1,1,-1,1,nan,nan,nan,-0.0211136835364,-0.118618032103,-0.683063290215,2.07782655824,1.92653245307,0.249992003949
2.377,1,1,-1,1,nan,nan,nan,-0.0211206561107,-0.118618035986,-0.683056106827,2.07779411074,1.92650659268,0.249998601053
2.3775,1,1,-1,1,nan,nan,nan,-0.0211276342498,-0.118618039871,-0.683048922142,2.07776166126,1.92648072771,0.250005195575
2.378,1,1,-1,1,nan,nan,nan,-0.0211346179455,-0.118618043756,-0.683041736165,2.0777292098,1.92645485819,0.250011787515
2.3785,1,1,-1,1,nan,nan,nan,-0.0211416071909,-0.11861804764,-0.683034548899,2.07769675636,1.92642898411,0.250018376873
2.379,1,1,-1,1,nan,nan,nan,-0.0211486019791,-0.118618051524,-0.683027360346,2.07766430095,1.92640310547,0.25002496365
2.3795,1,1,-1,1,nan,nan,nan,-0.0211556023034,-0.118618055407,-0.683020170506,2.07763184357,1.92637722228,0.250031547845
2.38,1,1,-1,1,nan,nan,nan,-0.0211626081574,-0.118618059289,-0.683012979382,2.07759938422,1.92635133454,0.25003812946
2.3805,1,1,-1,1,nan,nan,nan,-0.0211696195344,-0.118618063171,-0.683005786974,2.07756692291,1.92632544226,0.250044708494
2.381,1,1,-1,1,nan,nan,nan,-0.0211766364318,-0.118618067054,-0.68299859328,2.07753445965,1.92629954545,0.250051284946
2.3815,1,1,-1,1,nan,nan,nan,-0.021183658842,-0.118618070937,-0.682991398305,2.07750199443,1.9262736441,0.250057858816
2.382,1,1,-1,1,nan,nan,nan,-0.0211906867578,-0.11861807482,-0.682984202049,2.07746952726,1.92624773822,0.250064430105
2.3825,1,1,-1,1,nan,nan,nan,-0.0211977201724,-0.118618078701,-0.682977004515,2.07743705814,1.92622182782,0.250070998813
2.383,1,1,-1,1,nan,nan,nan,-0.0212047590788,-0.118618082582,-0.682969805705,2.07740458708,1.92619591289,0.250077564941
2.3835,1,1,-1,1,nan,nan,nan,-0.0212118034702,-0.118618086463,-0.68296260562,2.07737211408,1.92616999345,0.250084128488
2.384,1,1,-1,1,nan,nan,nan,-0.0212188533397,-0.118618090343,-0.682955404261,2.07733963915,1.92614406949,0.250090689456
2.3845,1,1,-1,1,nan,nan,nan,-0.0212259086805,-0.118618094222,-0.68294820163,2.07730716229,1.92611814103,0.250097247844
2.385,1,1,-1,1,nan,nan,nan,-0.0212329694855,-0.118618098102,-0.682940997729,2.0772746835,1.92609220806,0.250103803654
2.3855,1,1,-1,1,nan,nan,nan,-0.0212400357477,-0.11861810198,-0.68293379256,2.07724220279,1.92606627059,0.250110356884
2.386,1,1,-1,1,nan,nan,nan,-0.02124710746,-0.118618105859,-0.682926586122,2.07720972016,1.92604032863,0.250116907537
2.3865,1,1,-1,1,nan,nan,nan,-0.0212541846154,-0.118618109737,-0.68291937842,2.07717723562,1.92601438217,0.250123455611
2.387,1,1,-1,1,nan,nan,nan,-0.0212612672065,-0.118618113614,-0.682912169453,2.07714474917,1.92598843123,0.250130001109
2.3875,1,1,-1,1,nan,nan,nan,-0.0212683552261,-0.118618117492,-0.682904959223,2.07711226081,1.92596247581,0.25013654403
2.388,1,1,-1,1,nan,nan,nan,-0.021275448667,-0.118618121369,-0.682897747733,2.07707977054,1.9259365159,0.250143084376
2.3885,1,1,-1,1,nan,nan,nan,-0.0212825475218,-0.118618125245,-0.682890534983,2.07704727838,1.92591055152,0.250149622146
2.389,1,1,-1,1,nan,nan,nan,-0.0212896517833,-0.118618129122,-0.682883320975,2.07701478433,1.92588458268,0.250156157342
2.3895,1,1,-1,1,nan,nan,nan,-0.0212967614438,-0.118618132998,-0.682876105711,2.07698228838,1.92585860936,0.250162689963
2.39,1,1,-1,1,nan,nan,nan,-0.0213038764962,-0.118618136874,-0.682868889192,2.07694979054,1.92583263159,0.250169220012
2.3905,1,1,-1,1,nan,nan,nan,-0.0213109969329,-0.11861814075,-0.682861671421,2.07691729083,1.92580664936,0.250175747489
2.391,1,1,-1,1,nan,nan,nan,-0.0213181227465,-0.118618144625,-0.682854452397,2.07688478923,1.92578066267,0.250182272394
2.3915,1,1,-1,1,nan,nan,nan,-0.0213252539295,-0.1186181485,-0.682847232124,2.07685228575,1.92575467153,0.250188794729
2.392,1,1,-1,1,nan,nan,nan,-0.0213323904745,-0.118618152375,-0.682840010603,2.0768197804,1.92572867595,0.250195314494
2.3925,1,1,-1,1,nan,nan,nan,-0.0213395323739,-0.11861815625,-0.682832787834,2.07678727318,1.92570267593,0.25020183169
2.393,1,1,-1,1,nan,nan,nan,-0.0213466796236,-0.118618160126,-0.682825563816,2.0767547641,1.92567667148,0.250208346316
2.3935,1,1,-1,1,nan,nan,nan,-0.0213538322151,-0.118618164001,-0.682818338553,2.07672225315,1.92565066259,0.250214858374
2.394,1,1,-1,1,nan,nan,nan,-0.021360990141,-0.118618167877,-0.682811112046,2.07668974035,1.92562464928,0.250221367866
2.3945,1,1,-1,1,nan,nan,nan,-0.0213681533936,-0.118618171752,-0.682803884298,2.07665722568,1.92559863154,0.250227874791
2.395,1,1,-1,1,nan,nan,nan,-0.0213753219655,-0.118618175627,-0.682796655309,2.07662470917,1.92557260938,0.250234379151
2.3955,1,1,-1,1,nan,nan,nan,-0.0213824958493,-0.118618179502,-0.682789425082,2.0765921908,1.9255465828,0.250240880948
2.396,1,1,-1,1,nan,nan,nan,-0.0213896750379,-0.118618183377,-0.682782193617,2.07655967058,1.92552055181,0.250247380182
2.3965,1,1,-1,1,nan,nan,nan,-0.021396859524,-0.118618187251,-0.682774960916,2.07652714852,1.92549451641,0.250253876854
2.397,1,1,-1,1,nan,nan,nan,-0.0214040493004,-0.118618191125,-0.68276772698,2.07649462461,1.92546847661,0.250260370966
2.3975,1,1,-1,1,nan,nan,nan,-0.0214112443598,-0.118618195,-0.682760491811,2.07646209886,1.9254424324,0.250266862518
2.398,1,1,-1,1,nan,nan,nan,-0.0214184446951,-0.118618198874,-0.682753255409,2.07642957128,1.9254163838,0.250273351512
2.3985,1,1,-1,1,nan,nan,nan,-0.0214256502992,-0.118618202748,-0.682746017776,2.07639704186,1.92539033081,0.250279837949
2.399,1,1,-1,1,nan,nan,nan,-0.0214328611649,-0.118618206622,-0.682738778914,2.07636451061,1.92536427342,0.250286321831
2.3995,1,1,-1,1,nan,nan,nan,-0.0214400772853,-0.118618210497,-0.682731538823,2.07633197754,1.92533821165,0.250292803157
2.4,1,1,-1,1,nan,nan,nan,-0.0214472986531,-0.118618214371,-0.682724297504,2.07629944263,1.92531214549,0.250299281931
2.4005,1,1,-1,1,nan,nan,nan,-0.0214545252615,-0.118618218245,-0.68271705496,2.07626690591,1.92528607496,0.250305758152
2.401,1,1,-1,1,nan,nan,nan,-0.0214617571034,-0.11861822212,-0.68270981119,2.07623436736,1.92526000006,0.250312231823
2.4015,1,1,-1,1,nan,nan,nan,-0.021468994172,-0.118618225994,-0.682702566197,2.076201827,1.92523392078,0.250318702944
2.402,1,1,-1,1,nan,nan,nan,-0.0214762364602,-0.118618229869,-0.682695319981,2.07616928482,1.92520783713,0.250325171518
2.4025,1,1,-1,1,nan,nan,nan,-0.0214834839612,-0.118618233744,-0.682688072543,2.07613674082,1.92518174912,0.250331637544
2.403,1,1,-1,1,nan,nan,nan,-0.0214907366683,-0.118618237619,-0.682680823886,2.07610419501,1.92515565676,0.250338101026
2.4035,1,1,-1,1,nan,nan,nan,-0.0214979945745,-0.118618241494,-0.682673574008,2.0760716474,1.92512956003,0.250344561964
2.404,1,1,-1,1,nan,nan,nan,-0.0215052576801,-0.118618245373,-0.682666322907,2.07603909798,1.92510345895,0.250351020359
2.4045,1,1,-1,1,nan,nan,nan,-0.0215125259763,-0.118618249251,-0.682659070586,2.07600654675,1.92507735353,0.250357476211
2.405,1,1,-1,1,nan,nan,nan,-0.021519799456,-0.118618253129,-0.682651817048,2.07597399372,1.92505124375,0.250363929523
2.4055,1,1,-1,1,nan,nan,nan,-0.0215270781121,-0.118618257007,-0.682644562294,2.07594143888,1.92502512964,0.250370380296
2.406,1,1,-1,1,nan,nan,nan,-0.0215343619382,-0.118618260885,-0.682637306325,2.07590888225,1.92499901119,0.250376828532
2.4065,1,1,-1,1,nan,nan,nan,-0.0215416509276,-0.118618264763,-0.682630049142,2.07587632382,1.9249728884,0.250383274231
2.407,1,1,-1,1,nan,nan,nan,-0.021548945074,-0.118618268641,-0.682622790746,2.0758437636,1.92494676128,0.250389717396
2.4075,1,1,-1,1,nan,nan,nan,-0.021556244371,-0.118618272519,-0.682615531138,2.07581120158,1.92492062984,0.250396158028
2.408,1,1,-1,1,nan,nan,nan,-0.0215635488123,-0.118618276397,-0.682608270319,2.07577863778,1.92489449407,0.250402596129
2.4085,1,1,-1,1,nan,nan,nan,-0.0215708583916,-0.118618280275,-0.682601008289,2.07574607218,1.92486835399,0.2504090317
2.409,1,1,-1,1,nan,nan,nan,-0.0215781731027,-0.118618284154,-0.68259374505,2.0757135048,1.92484220958,0.250415464743
2.4095,1,1,-1,1,nan,nan,nan,-0.0215854929392,-0.118618288032,-0.682586480602,2.07568093563,1.92481606086,0.250421895259
2.41,1,1,-1,1,nan,nan,nan,-0.0215928178949,-0.118618291911,-0.682579214946,2.07564836468,1.92478990784,0.25042832325
2.4105,1,1,-1,1,nan,nan,nan,-0.0216001479716,-0.118618295793,-0.682571948077,2.07561579195,1.92476375051,0.250434748718
2.411,1,1,-1,1,nan,nan,nan,-0.0216074831608,-0.118618299675,-0.68256468,2.07558321743,1.92473758887,0.250441171663
2.4115,1,1,-1,1,nan,nan,nan,-0.0216148234556,-0.118618303557,-0.682557410717,2.07555064114,1.92471142293,0.250447592086
2.412,1,1,-1,1,nan,nan,nan,-0.0216221688494,-0.118618307439,-0.682550140228,2.07551806307,1.9246852527,0.25045400999
2.4125,1,1,-1,1,nan,nan,nan,-0.0216295193361,-0.118618311321,-0.682542868535,2.07548548322,1.92465907818,0.250460425377
2.413,1,1,-1,1,nan,nan,nan,-0.0216368749094,-0.118618315202,-0.682535595638,2.07545290161,1.92463289938,0.250466838247
2.4135,1,1,-1,1,nan,nan,nan,-0.0216442355634,-0.118618319083,-0.682528321539,2.07542031822,1.92460671628,0.250473248603
2.414,1,1,-1,1,nan,nan,nan,-0.021651601285,-0.118618322961,-0.682521046245,2.07538773306,1.92458052892,0.250479656446
2.4145,1,1,-1,1,nan,nan,nan,-0.0216589720705,-0.118618326838,-0.682513769752,2.07535514615,1.92455433727,0.250486061778
2.415,1,1,-1,1,nan,nan,nan,-0.0216663479145,-0.118618330717,-0.682506492059,2.07532255746,1.92452814135,0.250492464603
2.4155,1,1,-1,1,nan,nan,nan,-0.0216737288112,-0.118618334596,-0.682499213169,2.07528996702,1.92450194117,0.250498864921
2.416,1,1,-1,1,nan,nan,nan,-0.0216811147547,-0.118618338475,-0.68249193308,2.07525737481,1.92447573671,0.250505262734
2.4165,1,1,-1,1,nan,nan,nan,-0.0216885057388,-0.118618342355,-0.682484651795,2.07522478085,1.924449528,0.250511658045
2.417,1,1,-1,1,nan,nan,nan,-0.0216959017574,-0.118618346235,-0.682477369314,2.07519218513,1.92442331503,0.250518050854
2.4175,1,1,-1,1,nan,nan,nan,-0.0217033028041,-0.118618350115,-0.682470085638,2.07515958765,1.9243970978,0.250524441163
2.418,1,1,-1,1,nan,nan,nan,-0.021710708866,-0.118618353992,-0.682462800774,2.07512698843,1.92437087633,0.250530828976
2.4185,1,1,-1,1,nan,nan,nan,-0.0217181199388,-0.11861835787,-0.682455514719,2.07509438745,1.9243446506,0.250537214293
2.419,1,1,-1,1,nan,nan,nan,-0.021725536017,-0.118618361748,-0.682448227474,2.07506178473,1.92431842064,0.250543597117
2.4195,1,1,-1,1,nan,nan,nan,-0.0217329570946,-0.118618365627,-0.682440939038,2.07502918026,1.92429218644,0.250549977451
2.42,1,1,-1,1,nan,nan,nan,-0.0217403831652,-0.118618369506,-0.682433649412,2.07499657405,1.924265948,0.250556355295
2.4205,1,1,-1,1,nan,nan,nan,-0.0217478142225,-0.118618373386,-0.682426358599,2.07496396609,1.92423970533,0.250562730652
2.421,1,1,-1,1,nan,nan,nan,-0.02175525026,-0.118618377266,-0.682419066597,2.0749313564,1.92421345843,0.250569103524
2.4215,1,1,-1,1,nan,nan,nan,-0.0217626912712,-0.118618381147,-0.68241177341,2.07489874496,1.92418720731,0.250575473912
2.422,1,1,-1,1,nan,nan,nan,-0.0217701372495,-0.118618385027,-0.682404479037,2.07486613179,1.92416095197,0.250581841819
2.4225,1,1,-1,1,nan,nan,nan,-0.0217775881885,-0.118618388908,-0.682397183479,2.07483351689,1.92413469241,0.250588207246
2.423,1,1,-1,1,nan,nan,nan,-0.0217850440815,-0.11861839279,-0.682389886739,2.07480090025,1.92410842864,0.250594570196
2.4235,1,1,-1,1,nan,nan,nan,-0.0217925049219,-0.118618396671,-0.682382588816,2.07476828188,1.92408216066,0.25060093067
2.424,1,1,-1,1,nan,nan,nan,-0.0217999707031,-0.118618400552,-0.682375289711,2.07473566178,1.92405588848,0.25060728867
2.4245,1,1,-1,1,nan,nan,nan,-0.0218074414185,-0.118618404433,-0.682367989426,2.07470303995,1.92402961209,0.250613644199
2.425,1,1,-1,1,nan,nan,nan,-0.0218149170613,-0.118618408315,-0.682360687962,2.0746704164,1.92400333151,0.250619997258
2.4255,1,1,-1,1,nan,nan,nan,-0.021822397625,-0.118618412196,-0.682353385319,2.07463779113,1.92397704674,0.25062634785
2.426,1,1,-1,1,nan,nan,nan,-0.0218298831086,-0.118618416079,-0.682346081493,2.07460516414,1.92395075778,0.250632695975
2.4265,1,1,-1,1,nan,nan,nan,-0.021837373504,-0.118618419963,-0.682338776488,2.07457253542,1.92392446463,0.250639041636
2.427,1,1,-1,1,nan,nan,nan,-0.0218448688036,-0.118618423846,-0.682331470306,2.07453990499,1.9238981673,0.250645384834
2.4275,1,1,-1,1,nan,nan,nan,-0.0218523690004,-0.118618427729,-0.682324162949,2.07450727284,1.9238718658,0.250651725572
2.428,1,1,-1,1,nan,nan,nan,-0.0218598740875,-0.118618431611,-0.682316854417,2.07447463898,1.92384556012,0.250658063851
2.4285,1,1,-1,1,nan,nan,nan,-0.021867384058,-0.118618435493,-0.682309544712,2.0744420034,1.92381925027,0.250664399674
2.429,1,1,-1,1,nan,nan,nan,-0.021874898905,-0.118618439375,-0.682302233833,2.07440936611,1.92379293626,0.250670733044
2.4295,1,1,-1,1,nan,nan,nan,-0.0218824186216,-0.118618443256,-0.682294921783,2.07437672712,1.92376661809,0.250677063961
2.43,1,1,-1,1,nan,nan,nan,-0.0218899432008,-0.118618447136,-0.682287608562,2.07434408642,1.92374029576,0.250683392429
2.4305,1,1,-1,1,nan,nan,nan,-0.0218974726402,-0.118618451018,-0.682280294166,2.07431144401,1.92371396928,0.250689718448
2.431,1,1,-1,1,nan,nan,nan,-0.0219050069314,-0.1186184549,-0.682272978599,2.0742787999,1.92368763865,0.25069604202
2.4315,1,1,-1,1,nan,nan,nan,-0.021912546067,-0.118618458782,-0.682265661864,2.07424615409,1.92366130387,0.250702363147
2.432,1,1,-1,1,nan,nan,nan,-0.0219200900396,-0.118618462662,-0.68225834396,2.07421350658,1.92363496496,0.250708681833
2.4325,1,1,-1,1,nan,nan,nan,-0.0219276388421,-0.118618466543,-0.68225102489,2.07418085737,1.92360862191,0.250714998079
2.433,1,1,-1,1,nan,nan,nan,-0.0219351924671,-0.118618470422,-0.682243704653,2.07414820646,1.92358227472,0.250721311888
2.4335,1,1,-1,1,nan,nan,nan,-0.0219427509075,-0.118618474302,-0.682236383252,2.07411555386,1.92355592341,0.250727623261
2.434,1,1,-1,1,nan,nan,nan,-0.021950314156,-0.118618478181,-0.682229060687,2.07408289957,1.92352956797,0.250733932202
2.4345,1,1,-1,1,nan,nan,nan,-0.0219578822052,-0.118618482059,-0.682221736959,2.07405024358,1.92350320841,0.250740238712
2.435,1,1,-1,1,nan,nan,nan,-0.0219654550479,-0.118618485937,-0.682214412069,2.07401758591,1.92347684474,0.250746542794
2.4355,1,1,-1,1,nan,nan,nan,-0.0219730326764,-0.118618489814,-0.682207086018,2.07398492654,1.92345047695,0.25075284445
2.436,1,1,-1,1,nan,nan,nan,-0.0219806150835,-0.118618493692,-0.682199758807,2.0739522655,1.92342410506,0.250759143682
2.4365,1,1,-1,1,nan,nan,nan,-0.0219882022615,-0.118618497568,-0.682192430437,2.07391960276,1.92339772906,0.250765440494
2.437,1,1,-1,1,nan,nan,nan,-0.0219957942029,-0.118618501445,-0.682185100909,2.07388693835,1.92337134896,0.250771734888
2.4375,1,1,-1,1,nan,nan,nan,-0.0220033909,-0.118618505321,-0.682177770225,2.07385427225,1.92334496476,0.250778026865
2.438,1,1,-1,1,nan,nan,nan,-0.0220109923451,-0.118618509197,-0.682170438385,2.07382160448,1.92331857648,0.250784316429
2.4385,1,1,-1,1,nan,nan,nan,-0.0220185985307,-0.118618513072,-0.68216310539,2.07378893503,1.9232921841,0.250790603582
2.439,1,1,-1,1,nan,nan,nan,-0.0220262094488,-0.118618516948,-0.682155771241,2.07375626391,1.92326578764,0.250796888326
2.4395,1,1,-1,1,nan,nan,nan,-0.0220338250917,-0.118618520822,-0.68214843594,2.07372359111,1.9232393871,0.250803170665
2.44,1,1,-1,1,nan,nan,nan,-0.0220414454516,-0.118618524697,-0.682141099488,2.07369091664,1.92321298249,0.250809450601
2.4405,1,1,-1,1,nan,nan,nan,-0.0220490705206,-0.118618528571,-0.682133761885,2.07365824049,1.9231865738,0.250815728136
2.441,1,1,-1,1,nan,nan,nan,-0.0220567002934,-0.118618532446,-0.68212642313,2.07362556269,1.92316016105,0.25082200327
2.4415,1,1,-1,1,nan,nan,nan,-0.0220643347613,-0.118618536321,-0.682119083225,2.07359288322,1.92313374424,0.250828276009
2.442,1,1,-1,1,nan,nan,nan,-0.0220719739165,-0.118618540195,-0.682111742173,2.07356020208,1.92310732337,0.250834546353
2.4425,1,1,-1,1,nan,nan,nan,-0.0220796177509,-0.118618544069,-0.682104399973,2.07352751928,1.92308089845,0.250840814307
2.443,1,1,-1,1,nan,nan,nan,-0.0220872662566,-0.118618547943,-0.682097056628,2.07349483482,1.92305446947,0.250847079872
2.4435,1,1,-1,1,nan,nan,nan,-0.0220949194257,-0.118618551817,-0.682089712139,2.07346214869,1.92302803645,0.250853343052
2.444,1,1,-1,1,nan,nan,nan,-0.0221025772505,-0.11861855569,-0.682082366506,2.0734294609,1.92300159938,0.250859603849
2.4445,1,1,-1,1,nan,nan,nan,-0.022110239723,-0.118618559563,-0.68207501973,2.07339677146,1.92297515827,0.250865862267
2.445,1,1,-1,1,nan,nan,nan,-0.0221179068355,-0.118618563435,-0.682067671813,2.07336408035,1.92294871313,0.250872118307
2.4455,1,1,-1,1,nan,nan,nan,-0.0221255785776,-0.118618567307,-0.682060322759,2.07333138759,1.92292226395,0.250878371975
2.446,1,1,-1,1,nan,nan,nan,-0.022133254942,-0.118618571178,-0.682052972566,2.07329869317,1.92289581075,0.250884623272
2.4465,1,1,-1,1,nan,nan,nan,-0.0221409359211,-0.118618575049,-0.682045621235,2.07326599709,1.92286935352,0.250890872202
2.447,1,1,-1,1,nan,nan,nan,-0.0221486215073,-0.11861857892,-0.682038268766,2.07323329937,1.92284289227,0.250897118766
2.4475,1,1,-1,1,nan,nan,nan,-0.0221563116926,-0.118618582791,-0.682030915161,2.07320059999,1.92281642701,0.250903362969
2.448,1,1,-1,1,nan,nan,nan,-0.0221640064692,-0.118618586662,-0.68202356042,2.07316789897,1.92278995774,0.250909604812
2.4485,1,1,-1,1,nan,nan,nan,-0.0221717058292,-0.118618590534,-0.682016204545,2.0731351963,1.92276348445,0.2509158443
2.449,1,1,-1,1,nan,nan,nan,-0.0221794097647,-0.118618594405,-0.682008847536,2.07310249198,1.92273700717,0.250922081434
2.4495,1,1,-1,1,nan,nan,nan,-0.0221871182678,-0.118618598277,-0.682001489394,2.07306978601,1.92271052588,0.250928316218
2.45,1,1,-1,1,nan,nan,nan,-0.0221948313307,-0.118618602148,-0.68199413012,2.0730370784,1.9226840406,0.250934548654
2.4505,1,1,-1,1,nan,nan,nan,-0.0222025489456,-0.11861860602,-0.681986769715,2.07300436914,1.92265755132,0.250940778747
2.451,1,1,-1,1,nan,nan,nan,-0.0222102711046,-0.118618609892,-0.681979408181,2.07297165825,1.92263105806,0.250947006498
2.4515,1,1,-1,1,nan,nan,nan,-0.0222179978,-0.118618613764,-0.681972045517,2.07293894571,1.92260456081,0.25095323191
2.452,1,1,-1,1,nan,nan,nan,-0.022225729024,-0.118618617636,-0.681964681725,2.07290623152,1.92257805958,0.250959454988
2.4525,1,1,-1,1,nan,nan,nan,-0.0222334647743,-0.118618621511,-0.6819573168,2.0728735157,1.92255155438,0.250965675731
2.453,1,1,-1,1,nan,nan,nan,-0.0222412050417,-0.118618625385,-0.681949950747,2.07284079824,1.9225250452,0.250971894145
2.4535,1,1,-1,1,nan,nan,nan,-0.0222489498183,-0.11861862926,-0.681942583566,2.07280807914,1.92249853205,0.250978110231
2.454,1,1,-1,1,nan,nan,nan,-0.0222566990961,-0.118618633134,-0.68193521526,2.0727753584,1.92247201494,0.250984323993
2.4545,1,1,-1,1,nan,nan,nan,-0.0222644528676,-0.118618637008,-0.681927845829,2.07274263602,1.92244549386,0.250990535433
2.455,1,1,-1,1,nan,nan,nan,-0.0222722111252,-0.118618640882,-0.681920475273,2.072709912,1.92241896883,0.250996744555
2.4555,1,1,-1,1,nan,nan,nan,-0.0222799738617,-0.118618644756,-0.681913103594,2.07267718635,1.92239243984,0.251002951362
2.456,1,1,-1,1,nan,nan,nan,-0.0222877410696,-0.118618648631,-0.681905730792,2.07264445906,1.9223659069,0.251009155857
2.4565,1,1,-1,1,nan,nan,nan,-0.0222955127416,-0.118618652505,-0.681898356868,2.07261173013,1.92233937001,0.251015358043
2.457,1,1,-1,1,nan,nan,nan,-0.0223032888704,-0.118618656379,-0.681890981822,2.07257899957,1.92231282918,0.251021557923
2.4575,1,1,-1,1,nan,nan,nan,-0.0223110694488,-0.118618660253,-0.681883605655,2.07254626738,1.92228628442,0.2510277555
2.458,1,1,-1,1,nan,nan,nan,-0.0223188544694,-0.118618664128,-0.681876228368,2.07251353355,1.92225973571,0.251033950777
2.4585,1,1,-1,1,nan,nan,nan,-0.0223266439322,-0.118618668005,-0.681868849955,2.07248079809,1.92223318308,0.251040143756
2.459,1,1,-1,1,nan,nan,nan,-0.0223344378279,-0.118618671883,-0.681861470421,2.072448061,1.92220662651,0.25104633444
2.4595,1,1,-1,1,nan,nan,nan,-0.0223422361488,-0.11861867576,-0.681854089767,2.07241532227,1.92218006602,0.251052522832
2.46,1,1,-1,1,nan,nan,nan,-0.0223500388874,-0.118618679638,-0.681846707995,2.07238258191,1.92215350161,0.251058708936
2.4605,1,1,-1,1,nan,nan,nan,-0.0223578460364,-0.118618683515,-0.681839325104,2.07234983992,1.92212693329,0.251064892753
2.461,1,1,-1,1,nan,nan,nan,-0.022365657589,-0.118618687391,-0.681831941097,2.0723170963,1.92210036105,0.251071074288
2.4615,1,1,-1,1,nan,nan,nan,-0.022373473538,-0.118618691268,-0.681824555973,2.07228435105,1.9220737849,0.251077253542
2.462,1,1,-1,1,nan,nan,nan,-0.0223812938765,-0.118618695145,-0.681817169732,2.07225160417,1.92204720485,0.251083430521
2.4625,1,1,-1,1,nan,nan,nan,-0.0223891185976,-0.118618699022,-0.681809782377,2.07221885566,1.92202062089,0.251089605225
